,,,,,,,,,,,
Time stamp,Inside_humidity (in %rH),Inside_temperature (in �C),Inside_pressure (in mbar),Soil_moisture (in %VWC),Soil_temperature (in �C),Inside_CO2_ratio (in ppm),Outside_humidity (in %rH),Outside_temperature (in �C),Outside_pressure (in mbar),Outside_PAR (in �mol m^-2 s^-1),Power_box_charge (in V)
6/15/2019 15:35:03.683364349,84.89183,25.650453,1004.567121,43.010696,25.38002,488.296821,83.619117,25.826008,1002.186048,10.344707,12.159879
6/15/2019 15:35:04.683364349,85.128384,25.64948,1004.909966,43.016306,25.370672,488.101008,83.549254,25.827988,1001.87553,10.564793,12.107982
6/15/2019 15:35:05.683364349,84.878688,25.62974,1004.62271,42.894137,25.365284,487.745515,83.727327,25.770712,1002.240457,12.909687,12.161127
6/15/2019 15:35:06.683364349,84.977252,25.597285,1004.451209,42.639465,25.364427,486.677733,83.733531,25.783888,1001.758353,12.808818,12.154727
6/15/2019 15:35:07.683364349,84.957539,25.681411,1004.793897,43.253018,25.405777,488.264624,83.506964,25.869072,1002.041435,7.0684,12.160405
6/15/2019 15:35:08.683364349,84.996965,25.576122,1004.182799,42.748036,25.341201,486.876177,83.505466,25.760435,1001.926623,15.522616,12.16779
6/15/2019 15:35:09.683364349,84.996965,25.640134,1004.542046,43.157487,25.393082,488.544544,83.701542,25.82404,1002.243608,10.590463,12.1616
6/15/2019 15:35:10.683364349,85.17438,25.640658,1004.915328,43.037656,25.382877,488.361215,83.786098,25.805467,1002.355104,13.155443,12.162336
6/15/2019 15:35:11.683364349,84.950968,25.618822,1003.142197,42.801762,25.325078,488.641135,83.460573,25.772574,1002.171537,14.120389,12.143635
6/15/2019 15:35:12.683364349,85.056103,25.645181,1004.677276,43.137852,25.403246,489.592613,83.491167,25.884121,1002.276567,5.906957,12.136578
6/15/2019 15:35:13.683364349,84.990394,25.561579,1005.097711,42.62312,25.326506,487.796111,83.631417,25.712081,1002.804084,15.883387,12.100661
6/15/2019 15:35:14.683364349,84.832691,25.71424,1005.052766,43.543367,25.440962,489.572899,83.765229,25.879655,1001.950437,5.504519,12.155003
6/15/2019 15:35:15.683364349,85.108671,25.702349,1004.028093,43.395232,25.459045,489.384969,83.601008,25.867728,1001.92836,7.486293,12.149352
6/15/2019 15:35:16.683364349,84.786695,25.582442,1002.959813,42.589819,25.334425,488.754156,83.532092,25.822378,1001.786426,18.161215,12.134305
6/15/2019 15:35:17.683364349,85.075816,25.602033,1003.975183,42.820843,25.357896,489.068905,83.364164,25.770193,1001.871586,15.91588,12.165333
6/15/2019 15:35:18.683364349,84.918113,25.697227,1004.786012,43.314974,25.440922,489.407967,83.588628,25.846455,1001.816549,9.413564,12.160444
6/15/2019 15:35:19.683364349,85.194093,25.619046,1003.294537,42.8749,25.346304,489.504558,83.58868,25.76469,1002.38617,16.298659,12.142689
6/15/2019 15:35:20.683364349,84.924684,25.603156,1004.150234,42.91909,25.357325,490.325269,83.658043,25.798313,1002.067457,13.072651,12.162087
6/15/2019 15:35:21.683364349,85.233519,25.681411,1004.766851,43.276754,25.435533,489.629409,83.437996,25.832242,1001.967785,7.711351,12.164386
6/15/2019 15:35:22.683364349,84.911542,25.581394,1004.025096,42.72393,25.370672,489.23712,83.498895,25.785443,1001.845564,16.751396,12.164781
6/15/2019 15:35:23.683364349,85.082387,25.629066,1003.253693,42.740546,25.36953,488.983482,83.627002,25.77849,1001.906911,14.273139,12.155739
6/15/2019 15:35:24.683364349,84.924684,25.74445,1004.842391,43.042088,25.425329,489.313345,83.653523,25.812526,1001.790684,10.810549,12.145383
6/15/2019 15:35:25.683364349,85.456931,25.977163,1004.739017,44.455176,25.422227,489.446079,83.406849,25.916495,1003.090002,31.954994,12.104841
6/15/2019 15:35:26.683364349,84.904972,25.670643,1005.08959,42.541451,25.465005,487.775081,83.531697,25.939736,1001.421027,7.213286,12.135974
